,logFC,AveExpr,t,P.Value,adj.P.Val,B,Mean_NT,Mean_Pcsk9,log2FC_Pcsk9_vs_NT
Ttc23,0.096304459,3.712159415,0.635775954,0.535580346,0.797963788,-5.824016271,12.60607467,13.4762918,0.096304459
Pdzd11,0.096199847,3.7593569,0.956753882,0.355556588,0.685993806,-5.577915264,11.96950133,12.794847,0.096199847
Snrnp200,0.096187699,4.543613209,0.841396602,0.41482052,0.725264528,-5.676646598,21.73485333,23.233364,0.096187699
Dars2,0.096108718,2.811447091,0.834697812,0.418452763,0.728184355,-5.682034389,5.986065667,6.398425,0.096108718
Rrp36,0.096068401,4.902068875,0.770258134,0.454450644,0.752035674,-5.731877009,27.55089333,29.447956,0.096068401
Hebp1,0.096063436,6.914354887,1.122991416,0.281067582,0.62930788,-5.41666716,117.7116567,125.816456,0.096063436
Neurl4,0.0960187,3.74184437,0.794854916,0.440485178,0.743580932,-5.713278985,11.91922667,12.739506,0.0960187
Cog2,0.095962666,3.266210995,0.815701521,0.428866039,0.734754784,-5.697102756,8.084000333,8.6400044,0.095962666
Mrpl35,0.095875212,3.185554234,0.971028321,0.348656407,0.681178717,-5.564930988,7.808097333,8.3446194,0.095875212
Bola3,0.095842987,4.479239906,1.02549634,0.323201738,0.660329146,-5.513875457,20.02528,21.40081,0.095842987
Klhdc8a,0.095748984,1.100681639,0.425693557,0.677057182,0.871379967,-5.93440393,0.965539833,1.03179522,0.095748984
Zfp518a,0.095687396,1.680705067,0.396856148,0.697692675,0.880446348,-5.946258102,1.9528662,2.08678288,0.095687396
Fbxo8,0.095591007,4.009783785,1.078257264,0.299858564,0.643463852,-5.462180901,14.03191333,14.993142,0.095591007
Rps2-ps10,0.095513493,2.674583925,0.207121345,0.839014852,0.941514679,-6.003836481,5.340119,5.7056268,0.095513493
Ctsf,0.095468603,4.856643132,0.712252694,0.488468015,0.772565431,-5.773616759,26.73578333,28.564842,0.095468603
Ccs,0.095369896,8.202600793,1.17935993,0.258675597,0.610966992,-5.35717361,282.2119,301.49806,0.095369896
Maob,0.095369702,6.653179582,0.751287374,0.465409703,0.759156221,-5.745857252,95.21355333,101.720366,0.095369702
Rnf19b,0.095257776,5.515794546,0.75057857,0.465822318,0.759156221,-5.746373422,44.78033,47.836868,0.095257776
Rmdn3,0.095256419,5.235671286,1.237707628,0.236974786,0.590338029,-5.293145859,36.33854333,38.81884,0.095256419
Proc,0.095124258,9.446584415,1.376937326,0.190995769,0.542507903,-5.130789466,668.1393,713.67794,0.095124258
Acadsb,0.095105997,5.338298977,1.179942057,0.258451734,0.610794715,-5.35654697,36.50048333,38.987768,0.095105997
Acot8,0.095104495,3.793363442,0.911169284,0.378231158,0.702238469,-5.618259901,12.24559333,13.080042,0.095104495
Slc25a20,0.095076516,5.440042777,0.826062056,0.423165968,0.731965855,-5.688923112,41.67512667,44.514122,0.095076516
Por,0.095048309,8.437917476,0.759304707,0.460758365,0.755227108,-5.739987813,347.4954333,371.16028,0.095048309
Gstm7,0.095043389,5.874074234,0.850697555,0.409811874,0.72207913,-5.669102109,54.91973,58.659628,0.095043389
Bcas2,0.09492183,3.705614188,0.955029227,0.356396738,0.68641118,-5.57947279,11.37618,12.149846,0.09492183
Dlst,0.094907224,5.233005657,1.323061646,0.207845595,0.560580655,-5.195168776,35.81579333,38.25115,0.094907224
Npepl1,0.094892657,5.655577437,0.892894894,0.387594541,0.709002181,-5.633949207,49.37795333,52.73496,0.094892657
Zfp446,0.094871601,1.486087188,0.495334858,0.628349755,0.848621552,-5.902458023,1.6601049,1.77294282,0.094871601
Cdk5rap2,0.094778915,0.781691104,0.332923579,0.744319164,0.901057471,-5.969638634,0.705772233,0.7536954,0.094778915
Phlpp2,0.094708489,1.419640445,0.432736967,0.672057048,0.868375661,-5.931385789,1.602280933,1.71099508,0.094708489
Mmp19,0.094471981,5.065146789,0.727171969,0.479574725,0.767921284,-5.763167661,30.98038,33.076964,0.094471981
Atp5a1,0.094434227,9.074606657,1.225479969,0.241400073,0.595313571,-5.306765978,527.1019667,562.75864,0.094434227
Aldh5a1,0.094382215,4.285936042,0.83850413,0.416386333,0.726441884,-5.67897772,17.61795667,18.809074,0.094382215
Tepsin,0.094322391,3.22318455,0.569733295,0.578241476,0.82198916,-5.863210315,7.886127667,8.418945,0.094322391
Tafa5,0.094309094,1.155947223,0.273190539,0.788852441,0.920989374,-5.987840293,1.211213033,1.29303536,0.094309094
Sntg2,0.094258325,2.644183853,0.696613317,0.49789615,0.778504125,-5.784355358,5.029179,5.3687314,0.094258325
Rassf7,0.094238269,4.276801108,0.647808464,0.528001673,0.793681667,-5.816440502,17.79777333,18.999152,0.094238269
Rnpep,0.094238101,3.570888556,0.875792866,0.396498764,0.714100652,-5.648377943,10.42802167,11.1319288,0.094238101
Rpl22,0.094026545,5.792552505,1.389777008,0.187149552,0.536840319,-5.115166042,52.23440333,55.752128,0.094026545
Bcar3,0.09386831,4.142368771,0.5404695,0.597701035,0.832644974,-5.879273222,14.05847033,15.003592,0.09386831
P2rx3,0.093856106,0.958299644,0.124295585,0.902917832,0.964028894,-6.017705325,0.903050733,0.9637528,0.093856106
Dpt,0.093823301,2.388539895,0.138222486,0.892110521,0.959762535,-6.015856403,3.8683608,4.12829384,0.093823301
Sqor,0.09375996,5.958911677,0.947995375,0.359837644,0.687781628,-5.585799808,58.41270333,62.334986,0.09375996
Dhx32,0.093725377,3.999248135,0.977108302,0.345746343,0.679393444,-5.559350238,14.31376667,15.274538,0.093725377
Mpzl3,0.093685885,2.162670713,0.658591666,0.521261938,0.790440216,-5.809538409,3.312454,3.5346964,0.093685885
Gm33989,0.093679448,2.288755871,0.508211834,0.619529033,0.843910039,-5.896041008,3.230732333,3.4474764,0.093679448
Ndufa7,0.093587012,5.729946612,1.086611639,0.296279891,0.641056304,-5.453797062,51.97273333,55.455938,0.093587012
Ccdc71l,0.093409225,2.300014767,0.626346447,0.541561978,0.802334848,-5.829859996,3.864427,4.1229122,0.093409225
Snhg20,0.093335029,3.405545441,0.720034317,0.48381711,0.770749177,-5.768191602,8.722231,9.3051682,0.093335029
Selenow,0.093321329,7.848345158,1.047254122,0.313419523,0.652715725,-5.492821147,224.9035667,239.93238,0.093321329
Pign,0.093303072,1.321742806,0.527421848,0.6064832,0.836840587,-5.886174441,1.487903,1.5873096,0.093303072
Echdc3,0.093259314,5.354394164,1.139035136,0.274549441,0.624305063,-5.399974624,38.65150667,41.232558,0.093259314
Zfp709,0.093241468,0.749472405,0.298031862,0.770228328,0.910659063,-5.98070035,0.615781267,0.65689348,0.093241468
Slc12a9,0.093235974,3.094384036,0.493857673,0.629365455,0.848962178,-5.903184027,7.420318667,7.915701,0.093235974
Gsn,0.093213426,3.532579454,0.12242159,0.90437364,0.964695452,-6.017939178,10.307005,10.9949314,0.093213426
Hnf1b,0.093129281,4.020501987,0.635642213,0.535664925,0.797963788,-5.824099726,12.80788667,13.661934,0.093129281
Borcs8,0.093107627,4.022606543,0.970811927,0.348760299,0.681178717,-5.565129061,15.21993,16.234572,0.093107627
Stx4a,0.093103949,4.534989656,1.025823775,0.323052897,0.660282042,-5.513561375,20.99074,22.390038,0.093103949
Slc2a2,0.093012068,6.890122653,0.360467401,0.72408989,0.89137023,-5.960057693,125.0568033,133.384924,0.093012068
Urah,0.093008038,7.503997097,1.125750018,0.279938569,0.628696798,-5.413810761,176.7562,188.5267,0.093008038
Gm8883,0.09298393,4.984930656,0.430617475,0.673559994,0.869685618,-5.932299064,29.22519667,31.170832,0.09298393
Wbp1,0.092799521,5.165140216,0.813539947,0.430061525,0.736012495,-5.698797607,34.93142667,37.252186,0.092799521
Ffar4,0.092794023,0.477769363,0.154199314,0.879740053,0.956695555,-6.013494492,0.267844013,0.285637832,0.092794023
Mthfd1,0.092496655,6.804522182,1.0613191,0.307212532,0.647933621,-5.479013391,103.4540333,110.30411,0.092496655
Rfc1,0.092490555,3.026093671,0.754442982,0.463575481,0.757886548,-5.743553847,6.776907667,7.2256014,0.092490555
Fbxl8,0.092451861,2.493894632,0.666471228,0.516368401,0.787887797,-5.804427601,4.497130333,4.7947532,0.092451861
Commd4,0.092396424,3.838388025,1.096446293,0.292108055,0.637571917,-5.443859063,12.78094667,13.626274,0.092396424
Bora,0.092298333,0.98373776,0.365240473,0.720605582,0.889382887,-5.958321555,0.880734133,0.93892174,0.092298333
Ddx18,0.092206136,4.122051366,0.778129304,0.449951546,0.750845647,-5.725983259,15.12150333,16.119508,0.092206136
Osbpl7,0.092189572,0.815103918,0.308743961,0.762241813,0.908539274,-5.977432463,0.786159567,0.83803572,0.092189572
Setmar,0.09216219,2.595408714,0.509626723,0.618563512,0.843458965,-5.895326277,4.932215667,5.257577,0.09216219
Tasor,0.092046808,2.122352957,0.550196364,0.591196192,0.828375692,-5.874023687,3.03568,3.2356746,0.092046808
Klhdc2,0.091973835,3.625282111,0.857772402,0.406028948,0.719886278,-5.663313812,10.80265467,11.5137654,0.091973835
Aldh2,0.091946968,9.938338286,0.844611345,0.413084806,0.724744061,-5.674047329,980.4082667,1044.92654,0.091946968
Ngrn,0.091876049,4.09653555,0.799040835,0.438136069,0.741987762,-5.710061212,15.24008,16.242194,0.091876049
Slc10a3,0.091866467,2.356333234,0.265953874,0.794303922,0.922879339,-5.989804852,3.893841,4.1498536,0.091866467
Mettl23,0.091852788,3.191261306,0.760643192,0.45998466,0.755189134,-5.739002374,7.945726,8.468062,0.091852788
Gnptab,0.091730505,2.499868008,0.543414357,0.595727836,0.831257233,-5.877693331,4.646396,4.951421,0.091730505
Otulin,0.091687051,5.721094283,0.793887826,0.441029045,0.744302126,-5.714020226,48.30032333,51.469576,0.091687051
Esd,0.091353356,6.634488414,1.154489702,0.268380047,0.619093896,-5.383713197,94.33695333,100.503676,0.091353356
1810010H24Rik,0.09123284,2.273331474,0.361157883,0.723585446,0.891211447,-5.959807924,3.453802,3.6792666,0.09123284
AW112010,0.091215392,7.056553915,0.303408873,0.76621598,0.908832247,-5.979074227,121.6000567,129.536556,0.091215392
Vps50,0.091104755,1.633473703,0.586360346,0.567334591,0.815903094,-5.853725321,1.990142667,2.1198712,0.091104755
Rai1,0.091057075,2.656251115,0.804750019,0.434945085,0.739004122,-5.705647864,4.872042,5.1894572,0.091057075
Mtarc1,0.091030519,8.440843342,0.975075482,0.346717389,0.679798327,-5.561219477,328.0326333,349.39764,0.091030519
Kctd2,0.090873611,3.867536786,0.822876314,0.424913391,0.732808047,-5.691448134,13.88181333,14.784338,0.090873611
Smarcd3,0.090843965,0.923713265,0.303554896,0.766107114,0.908832247,-5.979029667,0.767400133,0.81727578,0.090843965
Pemt,0.090825364,8.261376489,1.368034152,0.193700649,0.545576625,-5.141560136,295.1944,314.37592,0.090825364
Zbtb26,0.090809784,1.012514998,0.372127703,0.715589352,0.887719039,-5.955777016,0.847537133,0.90259974,0.090809784
Gm46430,0.090792488,2.141391221,0.387657128,0.704329099,0.883492035,-5.949869007,3.058900667,3.2575916,0.090792488
Npc1,0.090760177,4.807016139,0.38522334,0.706089134,0.88361021,-5.950810513,25.46285333,27.116186,0.090760177
Serinc5,0.090709581,4.058492753,0.731195401,0.477193327,0.765704958,-5.760315618,14.92268033,15.89107,0.090709581
1810030O07Rik,0.090624367,2.639172967,0.441572507,0.665807498,0.865080932,-5.927531734,4.969139333,5.2912932,0.090624367
Bche,0.090602609,4.540441481,0.889016707,0.389601742,0.709590043,-5.637242779,20.73745667,22.081552,0.090602609
Ktn1,0.090551876,2.083880303,0.719161799,0.484337259,0.771000637,-5.768802605,3.037381667,3.2341354,0.090551876
Gm826,0.090490049,2.108860191,0.216624221,0.831749069,0.938033016,-6.001804476,3.214977,3.4230882,0.090490049
Gmfg,0.090315686,1.77654502,0.332135741,0.744900773,0.901468112,-5.969901682,2.492859333,2.6539058,0.090315686
Stk19-ps1,0.09024786,0.464924819,-0.085622426,0.933026777,0.974888466,-6.021812706,0.413774133,0.44048452,0.09024786
Uqcc1,0.090196657,3.630635256,1.067928479,0.304327268,0.645964018,-5.472471688,11.29662733,12.0254324,0.090196657
Ttc19,0.090121627,3.054588474,0.850469988,0.409933941,0.7221945,-5.669287583,6.735722667,7.1699068,0.090121627
Prpf40b,0.090036243,3.312913008,0.769253867,0.455026702,0.752306098,-5.732625057,8.509239,9.0572078,0.090036243
Bnip3,0.089947773,6.442327898,0.584401561,0.568613777,0.816822268,-5.854856163,84.49968,89.935684,0.089947773
Ndufa1,0.089722237,7.458162132,1.043872938,0.314925296,0.653021044,-5.496117439,169.9998333,180.90792,0.089722237
Zkscan17,0.089585431,3.336255682,0.458199265,0.654117243,0.861046339,-5.920074495,8.983234333,9.5587396,0.089585431
Zfp503,0.089584095,1.223805396,0.398275571,0.696670938,0.880115284,-5.945693575,1.269878333,1.35123104,0.089584095
Rps23rg1,0.089453769,0.904141284,0.198025692,0.845983645,0.944265592,-6.005696607,0.879694167,0.9359658,0.089453769
Mrpl39,0.089403201,4.95550741,1.076371401,0.300670818,0.643867718,-5.464065978,29.22686333,31.095336,0.089403201
Timm23,0.089365678,6.540306113,1.167444072,0.263290924,0.614393632,-5.369946091,88.11686333,93.747734,0.089365678
Tigd2,0.08933463,3.078628561,0.617333732,0.547313795,0.805388439,-5.83536867,6.782987,7.2162802,0.08933463
Mrpl2,0.089141897,6.028021001,1.19565911,0.252464,0.606513836,-5.339534752,63.74156333,67.804278,0.089141897
Cox18,0.089133808,3.211671133,0.71349942,0.487721071,0.772484651,-5.77275123,8.439934,8.9778222,0.089133808
Fig4,0.089126855,3.443196741,0.680051488,0.507997128,0.782789103,-5.795486359,9.605261,10.2173678,0.089126855
Orm2,0.088937374,9.915850903,-0.874876444,0.39697976,0.714462433,-5.649144146,1469.256517,1562.6814,0.088937374
Pyroxd2,0.088872348,4.45398282,0.415151868,0.684570427,0.874698416,-5.938831127,19.89612667,21.160298,0.088872348
Dennd4b,0.08886944,2.362961001,0.480593021,0.638520962,0.853724936,-5.909609714,4.299308333,4.572471,0.08886944
Angel1,0.08884714,1.688907344,0.30084099,0.768131281,0.909543702,-5.979854386,2.261922333,2.4055996,0.08884714
Cog4,0.088843187,4.748019833,1.149221104,0.27047123,0.62107261,-5.389276817,25.2955,26.902196,0.088843187
Dimt1,0.088795397,1.667716771,0.469812742,0.646007325,0.856656515,-5.914707619,1.980271333,2.1059826,0.088795397
Harbi1,0.088652481,2.600010486,0.52192793,0.610200228,0.839029032,-5.88903202,4.736151333,5.036312,0.088652481
Wfs1,0.088649835,3.621995793,0.321022473,0.753122088,0.905475067,-5.97354695,11.635855,12.373272,0.088649835
Ndst1,0.088541541,5.772096554,0.705459389,0.492550109,0.77517875,-5.778308383,53.70629667,57.105622,0.088541541
Paxx,0.088535222,3.494005488,0.399342038,0.695903672,0.879966845,-5.945268131,9.455921667,10.0543876,0.088535222
Ar,0.088462002,1.997042283,0.432751214,0.672046951,0.868375661,-5.931379636,2.896475,3.0796368,0.088462002
Alg9,0.088417198,3.292024947,0.74382951,0.469762475,0.761767307,-5.751265924,8.635431667,9.1812176,0.088417198
Naa35,0.088352973,2.862211055,0.811275198,0.431316383,0.736757895,-5.70056901,5.824864667,6.1927384,0.088352973
Hectd3,0.088290659,4.655317129,0.731498402,0.477014279,0.765704958,-5.760100247,23.89,25.397694,0.088290659
Gart,0.08827099,4.266625391,0.829215921,0.421440655,0.730665077,-5.686414728,17.71982967,18.8378684,0.08827099
Dgke,0.088156634,0.762220792,0.222657433,0.827144408,0.935390709,-6.00046744,0.503943967,0.53569802,0.088156634
Mrpl41,0.088060022,5.358816804,1.031783601,0.320352458,0.657500493,-5.507829791,40.57096,43.124492,0.088060022
Atp5j2,0.088040008,5.88141295,0.888707493,0.389762082,0.709691989,-5.637504836,56.65338333,60.218306,0.088040008
Cd2bp2,0.087986666,4.009340717,0.855756859,0.407104287,0.720876094,-5.664967181,13.83998667,14.710326,0.087986666
Chd3,0.087900129,5.937660673,0.822453239,0.425145806,0.732808047,-5.691782805,55.02793,58.4849,0.087900129
1110020A21Rik,0.087871862,1.360173979,0.140722646,0.890172688,0.959762535,-6.015503774,1.462901333,1.5547734,0.087871862
Trim44,0.08787151,4.454387774,1.033766945,0.319457446,0.656738488,-5.505916182,19.90338333,21.153336,0.08787151
Rpl41,0.087815026,8.005780534,1.082741615,0.297933675,0.642089657,-5.457687411,248.068,263.6366,0.087815026
Gas2l3,0.087742035,1.222054827,0.346416875,0.734383459,0.896003987,-5.965038408,1.359344233,1.44458278,0.087742035
Hmbs,0.087705268,4.711459173,1.135996303,0.275775137,0.625225626,-5.403151162,24.55670333,26.095882,0.087705268
Notum,0.087673344,4.904648749,0.348560201,0.732809731,0.895196496,-5.964291181,28.24700667,30.016824,0.087673344
Sel1l3,0.087578698,2.709414355,0.530058,0.604703668,0.835559573,-5.884793118,5.368119667,5.7040852,0.087578698
Sugct,0.087490919,3.994247556,0.646842717,0.528607694,0.794011034,-5.817053455,14.23780667,15.127964,0.087490919
Ext2,0.087489154,3.375955024,0.771878792,0.453521984,0.751802131,-5.730667955,9.146592333,9.7184316,0.087489154
Plpbp,0.087442373,3.837746502,0.960287806,0.353839423,0.684642389,-5.574716211,12.39138333,13.165658,0.087442373
Son,0.087329511,4.81627391,1.007746964,0.331344624,0.667922934,-5.530773663,24.96591,26.523828,0.087329511
Tmem274,0.087300341,0.523633763,0.109624999,0.914323932,0.967008542,-6.019441293,0.470142533,0.49947018,0.087300341
Ift172,0.087223792,2.82024521,0.685994204,0.504358955,0.781261834,-5.79152093,5.973707667,6.3460128,0.087223792
Mrpl21,0.087218209,4.1890869,0.956116031,0.355867149,0.686003405,-5.578491587,17.13239,18.200078,0.087218209
Rps17,0.087052849,7.769655736,0.941419111,0.363075671,0.690403368,-5.591678516,208.1267333,221.07182,0.087052849
Lonrf3,0.086983573,1.256039465,0.570115225,0.57798971,0.82198916,-5.862995347,1.44175945,1.531360608,0.086983573
Mcm4,0.086895034,1.940702973,0.348819259,0.732619604,0.895135604,-5.96420056,2.895726,3.0754982,0.086895034
Dynlt1a,0.086833473,1.177759449,0.233024022,0.819247976,0.932523273,-5.998084994,1.410391067,1.49788692,0.086833473
Ndufa9,0.086812312,6.514987655,1.451408693,0.169566199,0.514114519,-5.038710478,87.27026,92.68285,0.086812312
Cdk6,0.086725209,2.501734097,0.560107341,0.584605742,0.824573218,-5.868583,4.677731667,4.9675494,0.086725209
Chdh,0.086602219,5.948714182,0.715973384,0.486240895,0.772061174,-5.771029568,59.03891667,62.69144,0.086602219
Hnmt,0.086556588,4.654000914,0.560569755,0.584299184,0.824573218,-5.868326897,23.26659,24.705228,0.086556588
Stard7,0.086480507,5.474811482,1.011820083,0.329463035,0.666648655,-5.526918023,41.45646667,44.017514,0.086480507
Mbl2,0.08647339,8.585448018,0.63157237,0.538242312,0.800178485,-5.826631477,377.4273667,400.74164,0.08647339
Gtf2a1,0.086406762,3.020087809,0.650327141,0.526423024,0.792270079,-5.81483789,6.454139667,6.8525054,0.086406762
Osbpl5,0.086330825,1.055817427,0.126113262,0.901506123,0.96356961,-6.017475114,1.118987433,1.18799162,0.086330825
Tfam,0.086303475,4.178249589,0.952627572,0.357569003,0.686551232,-5.581637656,15.69299,16.660408,0.086303475
Aars2,0.086215186,3.905507023,0.651085832,0.525948021,0.792270079,-5.814354001,13.69308667,14.536328,0.086215186
Serpinb8,0.086132788,0.949800616,0.006575615,0.994849891,0.997820993,-6.025502263,0.874980467,0.92881006,0.086132788
Tbc1d16,0.086080222,3.294338209,0.449087232,0.660512447,0.86355032,-5.924194382,8.994688667,9.5477022,0.086080222
4931414P19Rik,0.085960205,2.067092399,0.374711426,0.713711038,0.886995268,-5.954810443,2.855401667,3.030706,0.085960205
Fam13b,0.085922475,3.408489022,0.749775892,0.466289854,0.759416937,-5.746957416,8.737887667,9.2740984,0.085922475
Eif4h,0.085852529,6.025163241,1.310350863,0.211991549,0.564301372,-5.2100758,62.85667667,66.710716,0.085852529
Fads2,0.085834113,9.353902789,0.592133778,0.563573207,0.815216853,-5.850371369,663.9069667,704.60524,0.085834113
